Muni,Surname,Name,ID Number,Year,Age,Gender,Elderly,Disabled,Veteran,HasClaim,OldApplicant,Allocated,Valid,Score
EKU,Bongo,Litha,9501232473876,2004,30,Female,0,1,1,0,0,1,1,2
EKU,Mphahlele,Thandeka,6405269630878,1997,60,Male,0,0,0,0,1,1,1,1
DC42,Mitchell,Khanyisa,8602163820054,2019,39,Male,0,0,0,1,0,1,1,1
GT481,Hlongwane,Thabo,2703059516488,2009,98,Female,1,1,0,0,0,1,1,2
GT421,White,Sibusisiwe,8607015928094,2001,38,Female,0,1,0,1,0,0,1,2
GT421,Shabalala,Tanya,501045601150,1997,74,Male,1,0,0,0,1,1,1,2
GT485,Bell,Zanele,6108107030693,2010,63,Female,0,1,1,0,0,0,1,2
GT484,Hlongwane,Jason,3008203718500,2004,94,Male,1,1,0,0,0,1,1,2
GT422,Mbenenge,Khanyisa,2711288773448,2008,97,Male,1,0,0,0,0,1,1,1
GT481,Qwabe,Sinethemba,9310036069205,2019,31,Female,0,1,0,1,0,1,1,2
DC42,Maluleke,Tshepo,9110061098619,1996,33,Female,0,1,0,1,1,1,1,3
TSH,Martin,Anathi,2807084235853,2005,96,Male,1,1,0,0,0,0,1,2
GT484,Khumalo,Nomonde,7205154848510,2021,52,Female,0,0,1,1,0,0,1,2
EKU,Khawula,Stacy,7103245430870,2019,54,Female,0,1,0,1,0,1,1,2
GT421,Maluleke,Jody,5206036898979,1999,72,Male,1,1,0,1,1,0,1,4
EKU,Mpofu,Nicole,3012057331938,1998,94,Female,1,0,1,0,1,1,1,3
GT421,Qina,Phumeza,8206287440328,2002,42,Female,0,1,1,0,0,0,1,2
GT485,Smith,Sibusiso,8903053518767,2001,36,Female,0,0,1,1,0,1,1,2
GT422,Nkuna,Sibusiso,9901102503469,2009,26,Female,0,0,0,0,0,0,1,0
GT485,King,Tshepo,6301065475023,1998,62,Female,0,0,1,1,1,1,1,3
GT422,Mabaso,Thulani,8404144008380,2006,41,Female,0,0,0,1,0,1,0,1
GT484,Wright,Ayabonga,410201675676,2013,84,Female,1,0,0,0,0,0,1,1
GT421,Gqirana,Vuyolwethu,8103196227239,1996,44,Female,0,0,0,0,1,1,1,1
GT484,Motsweni,Nomthandazo,7805137313838,2022,46,Male,0,1,0,0,0,1,1,1
TSH,Murphy,Lungile,7001167139554,2009,55,Female,0,0,1,1,0,1,1,2
DC42,Khoza,Zanele,6101077551621,2003,64,Female,0,1,1,1,0,1,1,3
GT484,Adams,Zanele,6010236021196,1998,64,Male,0,1,0,1,1,0,1,3
GT422,Qwabe,Nicole,6012168048804,2021,64,Male,0,1,0,1,0,1,1,2
EKU,Khumalo,Thembeka,4204157043585,2001,82,Female,1,1,0,1,0,1,1,3
TSH,Zwane,Nomonde,8706123782127,2012,37,Male,0,0,1,1,0,0,1,2
GT422,Mthimkulu,Bongi,2809077947589,2003,96,Male,1,1,1,0,0,0,1,3
DC42,Martin,Zanele,7311037604116,2014,51,Male,0,1,1,0,0,1,1,2
GT421,Ward,Luyolo,4803192286110,2006,77,Male,1,1,0,1,0,0,1,3
GT481,Yaso,Gugulethu,6002126569537,2007,65,Female,0,0,0,0,0,1,1,0
TSH,Mahlangu,Mpumelelo,3510179494270,2018,89,Male,1,0,1,1,0,1,1,3
GT481,White,Sibusiso,4205142037925,1995,82,Female,1,0,1,0,1,0,1,3
DC48,White,Siyabonga,6303274324355,2011,62,Female,0,1,1,0,0,0,1,2
GT481,Scott,Kevin,8407097038052,2013,40,Male,0,1,1,1,0,1,1,3
DC42,Khawula,Ayanda,2701082133164,2009,98,Female,1,1,1,1,0,1,1,4
EKU,Sithole,Nomonde,4607196504532,2009,78,Male,1,0,1,0,0,0,1,2
GT481,Khumalo,Mfundo,7708148251969,1996,47,Female,0,0,1,0,1,0,1,2
GT421,Khoza,Nqobile,3510108249300,2003,89,Female,1,1,1,1,0,1,1,4
GT421,Wright,Candice,3304186290223,2000,91,Female,1,1,1,1,0,1,1,4
DC48,Nqini,Kagiso,9902057436168,2022,26,Female,0,0,1,0,0,1,1,1
GT485,Mtimkulu,Lindiwe,8603064391044,1995,39,Male,0,1,1,1,1,0,1,4
GT485,Qina,Jody,7003029271521,2011,55,Female,0,1,0,0,0,1,1,1
GT423,Ngqola,Gugu,5811054565451,2007,66,Male,1,1,0,1,0,1,1,3
TSH,Bongo,Jade,9302029215165,2007,32,Male,0,1,0,1,0,1,1,2
TSH,Martin,Lusanda,9101221069409,1996,34,Male,0,1,0,0,1,0,1,2
DC48,Maluleke,Siphesihle,9204097129381,2021,33,Male,0,1,0,1,0,1,0,2
EKU,Tshabalala,Nqobile,9002165601064,2005,35,Male,0,1,1,0,0,1,1,2
GT423,Mtimkulu,Kevin,3911259524707,2007,85,Female,1,0,1,1,0,0,1,3
TSH,Mfenyana,Brandon,8905253921032,2005,35,Male,0,0,1,1,0,1,1,2
DC42,Mbatha,Nomonde,8707106122148,2014,37,Female,0,0,0,1,0,1,1,1
EKU,Mkhize,Thembeka,4903108189232,1998,76,Male,1,0,1,1,1,1,1,4
JHB,Gwala,Sibusisiwe,9412128199236,2021,30,Female,0,0,0,1,0,0,1,1
DC48,Mpofu,Gugu,8304093882457,2002,42,Female,0,0,1,0,0,0,1,1
GT423,Mfenyana,Zanele,4603219118799,2001,79,Female,1,1,0,0,0,0,1,2
TSH,Hill,Wayne,7202205663277,2020,53,Female,0,1,1,0,0,1,1,2
DC48,Qwabe,Jason,2912285894040,1995,95,Male,1,0,0,0,1,1,1,2
EKU,Zulu,Sibusisiwe,6105139326967,2002,63,Male,0,0,0,0,0,1,1,0
DC42,Cele,Sipho,6209065628990,2006,62,Female,0,0,1,1,0,0,1,2
DC42,Mpofu,Ayabonga,8412253608663,2001,40,Female,0,0,0,0,0,0,1,0
DC48,King,Thembeka,7602259855815,2009,49,Female,0,1,0,1,0,0,0,2
GT484,Gqirana,Nomonde,5002149086368,2020,75,Male,1,0,1,0,0,0,1,2
TSH,Mokoena,Jason,3206085260418,1997,92,Female,1,0,1,0,1,1,1,3
GT421,Green,Yamkela,4809218142494,1999,76,Male,1,0,1,1,1,0,1,4
JHB,Young,Brandon,7706272457750,2021,47,Male,0,0,1,1,0,1,1,2
EKU,Gqirana,Tshepo,5112146351432,2006,73,Male,1,1,1,1,0,0,1,4
GT423,Gqiba,Chad,4812145861155,2020,76,Male,1,0,0,0,0,1,0,1
GT422,Jones,Khanyisile,304217428047,2009,91,Male,1,0,0,0,0,1,1,1
GT422,Ntuli,Sibusiso,7209263221290,2006,52,Male,0,0,1,1,0,1,1,2
GT423,Scott,Thembeka,5304239942173,2016,71,Female,1,1,0,1,0,0,1,3
EKU,Feni,Zimasa,4106029668646,2002,83,Female,1,0,1,0,0,1,1,2
GT481,Adams,Wayne,6401102134654,2011,61,Female,0,1,0,1,0,0,1,2
GT485,Qina,Ayanda,9109249765077,2009,33,Male,0,1,1,1,0,1,1,3
GT421,White,Naledi,4705019599640,2007,77,Male,1,0,0,0,0,1,1,1
GT422,Mahlangu,Lerato,4911075715347,2002,75,Female,1,0,0,0,0,1,1,1
GT423,Mdluli,Nomvula,8704201213280,2015,37,Male,0,1,1,1,0,1,1,3
EKU,Seboko,Nomvula,9205249873529,1998,32,Female,0,1,1,1,1,0,1,4
GT423,White,Khanyisile,3608022733738,2012,88,Female,1,0,0,0,0,0,1,1
GT422,Brown,Lauren,7904148322709,2014,46,Female,0,1,1,0,0,1,1,2
GT484,Cele,Nomonde,4607232475543,1999,78,Female,1,0,0,1,1,0,1,3
GT481,Sithole,Jody,5604196898234,2003,68,Male,1,1,1,0,0,1,1,3
GT422,Brown,Nomonde,4711173655168,2022,77,Male,1,1,0,1,0,0,1,3
EKU,Noqoli,Buhle,6011083391619,2021,64,Male,0,0,1,0,0,0,1,1
GT421,Ngidi,Nosipho,5312067301126,2011,71,Male,1,0,1,1,0,0,1,3
GT421,Taylor,Njabulo,5901187695316,2022,66,Female,1,1,0,0,0,0,1,2
EKU,Mdluli,Anathi,3307041066390,2002,91,Male,1,1,0,0,0,1,1,2
GT485,Tshabalala,Nosipho,3408095816369,2002,90,Female,1,0,1,0,0,0,1,2
GT481,Bell,Shaun,2712179597743,2003,97,Female,1,0,0,0,0,0,1,1
GT481,Smith,Darren,6411215945990,1997,60,Female,0,1,0,1,1,1,1,3
EKU,Khoza,Yamkela,3606071190192,1998,88,Female,1,1,0,1,1,1,1,4
GT485,Mahlasela,Litha,8510087743675,2002,39,Male,0,0,1,0,0,1,1,1
GT422,Mthembu,Tshepo,9608086075395,2017,28,Male,0,1,0,0,0,0,0,1
GT421,Shabalala,Kagiso,7408045071498,2013,50,Male,0,1,0,0,0,1,1,1
GT423,Nkosi,Nokuthula,9709095552784,2016,27,Male,0,1,1,1,0,1,1,3
GT484,Ngqola,Zimasa,9201075142092,2002,33,Male,0,1,0,0,0,0,1,1
DC48,Gwala,Mandla,4304227629570,2019,81,Male,1,0,0,0,0,1,1,1
GT423,Mphahlele,Lusanda,4009112522494,2008,84,Male,1,0,0,0,0,1,1,1
JHB,Ngubane,Zintle,6405062177343,2013,60,Female,0,1,0,0,0,0,1,1
JHB,Ngidi,Nomsa,9105204888344,2003,33,Male,0,0,1,0,0,1,1,1
GT421,Gwala,Dean,401076813499,2007,84,Female,1,0,1,1,0,0,1,3
DC48,Green,Stacy,3208281287434,2018,92,Female,1,1,0,0,0,0,1,2
GT421,Mokoena,Sibongile,9009087670124,1999,34,Female,0,0,1,0,1,1,0,2
GT421,Gxowa,Litha,3302228976648,2013,92,Male,1,0,0,0,0,0,1,1
DC42,Mphahlele,Nokuthula,6606177801036,2008,58,Female,0,0,1,1,0,0,1,2
TSH,Magwaza,Lungile,7101024074691,2011,54,Male,0,1,0,1,0,0,1,2
DC42,Smith,Vuyolwethu,6804142011990,2016,57,Male,0,1,1,1,0,1,1,3
GT423,Ward,Stacy,6805024728476,2006,56,Female,0,0,1,0,0,0,1,1
EKU,Baloyi,Onwaba,6007156298504,2022,64,Male,0,1,0,1,0,1,1,2
GT423,Qina,Yamkela,2704121280325,2002,98,Male,1,1,1,1,0,1,1,4
GT484,Sithole,Vuyiswa,6210015793426,2000,62,Male,0,1,1,0,0,1,0,2
EKU,Mkhize,Jade,8103192586682,2018,44,Male,0,1,0,1,0,1,1,2
GT422,Gwala,Thulani,4702065806052,2022,78,Female,1,1,1,0,0,0,1,3
GT485,Ngqola,Nomsa,5710193537938,1998,67,Male,1,0,0,1,1,0,1,3
JHB,Nkosi,Stacy,6011163192337,2002,64,Female,0,0,1,0,0,0,1,1
GT484,Ndlovu,Wayne,2808223031429,2005,96,Female,1,0,0,0,0,0,1,1
DC42,Noqoli,Nompumelelo,7902046364666,2007,46,Female,0,1,1,0,0,1,1,2
JHB,Gumede,Noluthando,8501278524470,2001,40,Male,0,1,1,1,0,1,1,3
DC48,Shabalala,Phumeza,8611248603320,2012,38,Male,0,1,1,0,0,0,1,2
GT485,Mokoena,Stacy,7110086832587,2018,53,Female,0,1,1,0,0,0,1,2
JHB,Majozi,Kagiso,8806178132530,2017,36,Male,0,1,0,0,0,0,1,1
GT423,Mbatha,Wayne,9006106297026,2006,34,Female,0,1,0,1,0,0,1,2
DC48,Majozi,Lauren,6805243282849,2022,56,Male,0,1,1,0,0,1,1,2
DC42,Nkosi,Wayne,9702191718198,2008,28,Female,0,0,1,0,0,0,1,1
EKU,Nkosi,Leigh,9711284521602,2019,27,Female,0,1,0,0,0,0,1,1
GT422,Zwane,Jade,7707072374622,2005,47,Female,0,1,1,1,0,0,1,3
GT422,Buthelezi,Litha,8503084542638,2015,40,Female,0,0,0,1,0,0,1,1
EKU,Mkhize,Mfundo,4109083226029,1997,83,Male,1,0,1,0,1,1,1,3
DC42,Khumalo,Jade,3612129820792,1995,88,Male,1,1,0,0,1,1,1,3
GT421,Young,Nompumelelo,3006227192490,1998,94,Female,1,1,0,0,1,0,1,3
GT421,Young,Lindiwe,9602225335505,2013,29,Female,0,0,1,0,0,1,1,1
GT481,Scott,Nicole,5108094139203,2004,73,Female,1,0,1,0,0,1,1,2
JHB,Ngidi,Vuyolwethu,2910153071857,2021,95,Male,1,0,1,1,0,1,1,3
TSH,Mtimkulu,Thulani,2812057620928,1999,96,Female,1,1,0,1,1,0,1,4
EKU,Tshabalala,Nomthandazo,504256063646,2021,71,Male,1,1,1,0,0,1,1,3
JHB,Zikhali,Nompumelelo,8903189908445,2009,36,Female,0,0,0,1,0,1,1,1
GT421,Mtimkulu,Anele,6108064926481,2009,63,Female,0,1,1,0,0,1,1,2
GT423,Mthembu,Zanele,7006136841581,2008,54,Male,0,1,0,1,0,0,1,2
GT423,Taylor,Tshepo,7306222763341,2013,51,Male,0,1,0,1,0,1,0,2
GT421,Gqirana,Chad,5008021627773,2004,74,Male,1,1,0,1,0,1,1,3
GT423,Buthelezi,Thandeka,4011016998784,2021,84,Male,1,0,1,0,0,1,1,2
DC48,Walker,Njabulo,6310107365503,2006,61,Female,0,0,0,0,0,0,1,0
GT422,Mtimkulu,Nokuthula,5610237574643,2011,68,Male,1,1,0,1,0,1,1,3
GT484,Ncobo,Phumzile,2811162467995,2022,96,Female,1,1,0,0,0,0,1,2
GT422,Motsweni,Noluthando,7310158950610,2013,51,Male,0,0,1,1,0,0,1,2
DC42,Seboko,Njabulo,4107133766829,2018,83,Male,1,0,1,0,0,1,1,2
GT481,Ngqola,Sello,4605015694898,2009,78,Female,1,1,1,1,0,1,1,4
GT485,Ndaba,Phumzile,8312062151395,2001,41,Female,0,1,1,0,0,0,1,2
DC48,Wright,Dean,6156568129,2022,59,Female,0,0,0,1,0,0,1,1
TSH,Zulu,Khanyisa,6508034151481,2017,59,Female,0,0,1,0,0,1,1,1
GT481,Mthembu,Onwaba,7610254739278,2020,48,Female,0,1,0,1,0,1,1,2
GT484,Mpofu,Nomvula,2912166349296,2015,95,Female,1,0,0,1,0,0,1,2
GT481,Khawula,Naledi,4004276017024,2001,84,Male,1,0,1,0,0,0,1,2
GT485,Mdletshe,Thamsanqa,5107193451664,2004,73,Female,1,0,1,0,0,1,1,2
EKU,Mphahlele,Khanyisa,4904019700023,2015,76,Female,1,0,1,1,0,0,1,3
TSH,Mahlasela,Phumeza,9407122526390,2018,30,Female,0,1,0,1,0,1,1,2
DC42,Ndaba,Kagiso,7409243494537,2016,50,Female,0,0,0,1,0,1,1,1
GT481,Ncobo,Ayanda,6512203582812,2012,59,Female,0,0,0,0,0,1,1,0
TSH,Ndaba,Phumzile,7910242336576,2018,45,Male,0,0,0,0,0,1,1,0
JHB,Jones,Mfundo,8603286378790,2017,39,Male,0,1,1,1,0,0,1,3
GT423,Sithole,Zimasa,2606136890617,2022,98,Female,1,1,0,1,0,1,1,3
GT422,Shabalala,Phumzile,3803209849492,2002,87,Male,1,1,0,0,0,1,1,2
GT421,Nqini,Naledi,3303027469857,2007,92,Female,1,0,1,0,0,1,1,2
DC42,Zulu,Themba,7604115893891,1998,49,Female,0,0,0,0,1,1,1,1
EKU,Ngubane,Onwaba,7506046853501,2020,49,Male,0,1,0,0,0,1,1,1
GT485,Smith,Bhekumuzi,6908152488006,2001,55,Male,0,1,1,1,0,1,1,3
EKU,Mtimkulu,Kim,7102018466811,2017,54,Male,0,0,1,1,0,0,1,2
GT484,Zwane,Luyolo,9104266091869,2015,33,Male,0,1,1,1,0,1,1,3
DC42,Mkhize,Thulani,7402164109908,1998,51,Female,0,0,1,1,1,1,1,3
EKU,Wright,Zanele,9512289466556,2002,29,Male,0,1,0,1,0,1,1,2
GT421,Ndaba,Mandla,301245178623,2012,94,Male,1,0,0,0,0,0,1,1
GT421,Nkuna,Leigh,5408237949797,2016,70,Female,1,1,0,0,0,1,1,2
DC42,Mahlangu,Xolani,4808139066172,1996,76,Female,1,1,0,0,1,1,1,3
DC48,Yaso,Nompumelelo,9208116669458,2004,32,Male,0,0,0,0,0,0,1,0
GT481,Brown,Lusanda,7205287854308,1997,52,Male,0,1,0,0,1,0,1,2
EKU,Nqini,Jason,6709015732808,2002,57,Male,0,1,1,0,0,1,1,2
DC42,Walker,Nosipho,5506277766223,2016,69,Male,1,1,0,1,0,1,1,3
GT423,Shabalala,Nokuthula,7610229484356,2021,48,Male,0,0,0,0,0,0,1,0
EKU,Smith,Lungile,2703107352310,2006,98,Male,1,1,1,1,0,1,1,4
GT422,Taylor,Lauren,8209273529238,2000,42,Female,0,0,1,1,0,0,1,2
GT422,Hlongwane,Jason,5410251486112,1995,70,Female,1,0,1,0,1,1,1,3
GT481,Mokoena,Zintle,4403185892263,2022,81,Male,1,0,0,0,0,0,1,1
JHB,Zikhali,Sibusisiwe,5012046453825,2004,74,Male,1,0,0,0,0,0,1,1
EKU,Cele,Siyabonga,5311273601520,2009,71,Male,1,0,0,0,0,0,1,1
JHB,Motsweni,Nomthandazo,8712042113846,2004,37,Female,0,0,1,0,0,1,1,1
GT423,Tshabalala,Mpumelelo,3208243581469,2021,92,Female,1,1,1,0,0,0,1,3
JHB,Taylor,Nomonde,5301234839321,2006,72,Male,1,0,0,1,0,0,1,2
GT484,Ngubane,Thandeka,4905125831696,2003,75,Male,1,0,0,0,0,0,1,1
EKU,Stewart,Zintle,7612039836329,2018,48,Male,0,1,0,0,0,1,1,1
JHB,Mbenenge,Nompumelelo,7904058590952,2019,46,Male,0,1,1,0,0,1,1,2
GT485,Clark,Onwaba,6007161280846,1996,64,Male,0,1,1,1,1,0,1,4
GT423,Gxowa,Vuyiswa,2608191450747,2018,98,Female,1,0,1,1,0,0,1,3
DC42,Taylor,Phumzile,5502172258070,2004,70,Female,1,1,1,0,0,1,1,3
GT421,Majozi,Lusanda,8204115649600,2006,43,Male,0,0,0,0,0,1,1,0
GT481,Green,Siphesihle,8602154457030,2000,39,Male,0,0,0,1,0,1,1,1
GT422,Mabuza,Zanele,5102470420,2022,74,Male,1,1,1,0,0,0,1,3
GT423,Mthimkulu,Bhekumuzi,504142191401,2009,71,Female,1,1,1,0,0,0,1,3
GT481,Qwabe,Thandeka,8603057483862,2000,39,Male,0,0,1,0,0,1,1,1
DC42,Stewart,Nomvula,6408079843275,2018,60,Male,0,0,1,1,0,1,1,2
DC48,Khumalo,Gugulethu,8804226885771,2013,36,Female,0,0,0,1,0,1,1,1
DC42,Motsweni,Bhekumuzi,3901012364914,2022,86,Male,1,0,1,1,0,1,1,3
DC42,Clark,Nosipho,9905101815627,2006,25,Male,0,1,1,1,0,1,1,3
JHB,Yaso,Ashley,5701195349560,2000,68,Female,1,0,1,0,0,0,1,2
GT422,Green,Zimasa,403225482448,2022,82,Female,1,0,0,0,0,0,1,1
GT481,Hill,Sello,5803021236145,2010,67,Female,1,1,1,0,0,0,1,3
GT422,Mbatha,Kagiso,6003165662586,2021,65,Female,0,0,1,1,0,1,1,2
DC48,Magwaza,Sinethemba,3305159898639,2005,91,Female,1,0,1,1,0,0,1,3
GT484,Stewart,Chad,8112156792401,2011,43,Female,0,1,0,1,0,1,1,2
JHB,Mthimkulu,Ayanda,7904034279070,2013,46,Female,0,0,0,0,0,0,1,0
DC48,Mtimkulu,Siphesihle,7911223232494,1995,45,Female,0,0,1,0,1,0,1,2
GT481,Ncobo,Kyle,5710258255216,2016,67,Female,1,0,1,0,0,1,1,2
GT422,Mbatha,Yamkela,8611023422050,2005,38,Male,0,0,0,0,0,1,1,0
GT422,Bongo,Nompumelelo,3005011655482,2006,94,Female,1,1,1,1,0,0,1,4
TSH,Feni,Mpumelelo,3107058478926,2018,93,Female,1,1,0,0,0,0,1,2
EKU,Sithole,Siyabonga,7507132665345,2022,49,Male,0,1,1,0,0,1,1,2
GT485,Noqoli,Anele,4007191048699,2016,84,Male,1,0,1,1,0,0,1,3
DC42,Mdluli,Noluthando,2605145991596,2019,98,Male,1,1,1,1,0,1,1,4
GT485,Tshabalala,Noluthando,8501272394322,1999,40,Male,0,1,1,1,1,0,1,4
GT485,Jikeka,Leigh,9102096441505,2021,34,Female,0,0,1,0,0,1,1,1
DC48,Qwabe,Zanele,8901021544429,2020,36,Female,0,0,0,1,0,0,1,1
JHB,Mitchell,Luyolo,9406145081912,2011,30,Male,0,1,1,0,0,0,1,2
JHB,Sithole,Zanele,8603276210724,2022,39,Male,0,0,1,1,0,0,1,2
GT421,Maluleke,Nomvula,9006034889724,2007,34,Female,0,0,1,0,0,1,1,1
GT421,Ntuli,Njabulo,6204043679736,2010,63,Male,0,1,1,0,0,1,1,2
DC48,King,Thabo,4305116908190,2002,81,Male,1,1,0,0,0,0,1,2
GT421,Magwaza,Vuyiswa,5805246972656,2018,66,Female,1,0,1,1,0,0,1,3
GT422,Young,Lusanda,306151892125,2016,90,Male,1,1,1,0,0,1,1,3
DC42,Feni,Tshepo,3711172074246,2005,87,Male,1,1,0,0,0,1,1,2
DC48,Taylor,Nomvula,7707103520301,2000,47,Female,0,0,1,0,0,0,1,1
GT481,Feni,Thulani,4608155305484,2015,78,Male,1,0,0,1,0,1,1,2
DC42,Mpofu,Ayabonga,3909074745674,2009,85,Female,1,0,1,0,0,1,1,2
TSH,Qina,Ashley,3909078170512,1998,85,Female,1,1,1,1,1,1,1,5
TSH,Khumalo,Luyolo,5904141278951,2019,66,Male,1,0,0,1,0,0,1,2
GT481,Jikeka,Jason,3610017265647,2002,88,Female,1,0,0,1,0,1,1,2
GT422,Mabuza,Lungile,9904234013569,1999,25,Male,0,1,1,0,1,1,1,3
GT421,Maluleke,Jade,9804184882841,2009,26,Male,0,1,1,0,0,0,1,2
GT481,Hill,Vuyiswa,4507039302514,2015,79,Female,1,1,1,1,0,1,1,4
GT421,Martin,Nompumelelo,6304085350739,2005,62,Male,0,0,0,0,0,1,1,0
TSH,Mtimkulu,Stacy,6309116885905,2020,61,Female,0,1,1,1,0,1,1,3
GT485,Feni,Vuyiswa,512032187341,2014,72,Male,1,1,1,0,0,0,1,3
GT421,Brown,Tanya,9505159767843,2018,29,Female,0,1,1,1,0,0,1,3
GT484,Ndaba,Mpumelelo,3812203559554,2019,86,Female,1,0,1,1,0,0,1,3
GT484,Bongo,Candice,4310177753426,2003,81,Male,1,1,0,1,0,0,1,3
JHB,Qina,Lindiwe,7212199869751,2021,52,Female,0,0,1,0,0,0,1,1
GT421,Hill,Litha,8710153330785,2006,37,Female,0,0,1,0,0,1,1,1
TSH,Walker,Jade,9103119226959,2012,34,Male,0,1,1,0,0,0,1,2
GT484,Mahlangu,Phumzile,6503146831336,2011,60,Male,0,0,0,0,0,1,1,0
GT484,Cele,Zimasa,6506052751802,1999,59,Female,0,1,0,0,1,0,1,2
DC48,Adams,Zimasa,5008192079157,2000,74,Female,1,1,1,1,0,1,1,4
DC42,Mthembu,Khanyisa,7006201955440,1996,54,Male,0,1,0,1,1,0,1,3
TSH,Mdletshe,Shaun,8310128150358,1998,41,Female,0,0,1,0,1,0,1,2
GT423,Gwala,Mpumelelo,5708228171214,2020,67,Male,1,1,1,0,0,0,1,3
DC42,Ndlovu,Sibongile,6903204203047,1996,56,Female,0,1,1,0,1,1,1,3
DC48,Mahlasela,Phumzile,4706262124570,2011,77,Male,1,1,0,0,0,0,1,2
DC42,Majozi,Vuyolwethu,9012165505050,2002,34,Female,0,1,0,0,0,1,1,1
DC42,Murphy,Akhona,6704124255004,2009,58,Male,0,0,0,0,0,1,1,0
GT481,Bell,Candice,6808287128960,2010,56,Male,0,1,1,0,0,1,1,2
GT481,Sithole,Nomonde,8701028346254,2002,38,Male,0,0,0,1,0,1,1,1
DC42,Tshabalala,Sello,9201135526392,1998,33,Male,0,1,0,0,1,0,1,2
GT485,Khoza,Chad,5407142253058,2012,70,Female,1,0,1,1,0,1,1,3
GT421,Mpofu,Nqobile,2801041521482,2007,97,Male,1,0,0,0,0,0,1,1
GT481,Majozi,Tanya,2912023096321,2020,95,Female,1,1,0,1,0,0,1,3
GT481,Mpofu,Lusanda,9308173373547,2013,31,Male,0,1,1,0,0,0,1,2
DC48,Mbenenge,Siphesihle,5703194935431,2006,68,Female,1,0,0,0,0,1,0,1
TSH,Clark,Lauren,3008071038893,2002,94,Female,1,1,1,0,0,1,1,3
GT484,Zwane,Onwaba,9903056322194,2015,26,Female,0,1,1,0,0,0,1,2
EKU,Mitchell,Nosipho,8501013935686,2005,40,Female,0,0,1,1,0,1,0,2
GT421,Zikhali,Vuyolwethu,6203098300427,2020,63,Male,0,1,1,1,0,0,1,3
GT485,Mkhize,Tanya,3403264340275,2006,91,Female,1,0,1,1,0,0,1,3
DC42,Mahlasela,Wayne,3112037096506,2018,93,Male,1,0,0,1,0,1,1,2
GT421,Zikhali,Nomvula,5607232325758,2020,68,Male,1,1,1,1,0,1,0,4
DC48,Mahlangu,Sinethemba,8102108141535,1998,44,Male,0,1,1,0,1,1,1,3
TSH,Noqoli,Thandeka,3508115871346,2004,89,Male,1,0,1,0,0,0,1,2
EKU,Jones,Sibusisiwe,7711034097753,2000,47,Female,0,1,1,1,0,1,1,3
TSH,King,Shaun,310213344333,2002,94,Female,1,1,1,0,0,1,1,3
GT423,Mfenyana,Leigh,9006269850852,2001,34,Female,0,0,0,1,0,1,1,1
DC48,Khumalo,Lusanda,4912098740276,2000,75,Male,1,0,1,0,0,1,1,2
GT485,Ntuli,Thabo,6703122203446,2021,58,Female,0,0,1,0,0,0,1,1
DC42,Gwala,Khanyisa,7403064822291,2019,51,Female,0,0,0,1,0,1,1,1
GT481,Feni,Nomthandazo,3212016722704,2002,92,Male,1,1,1,1,0,1,1,4
DC42,Ncobo,Wayne,7802056237586,2018,47,Female,0,1,0,0,0,0,1,1
TSH,Baloyi,Themba,3312206520455,2004,91,Male,1,0,0,0,0,0,1,1
GT421,Magwaza,Xolani,4512251143364,2004,79,Male,1,0,1,1,0,1,1,3
TSH,Ngidi,Kevin,6504159796630,2011,59,Female,0,1,1,0,0,0,1,2
GT421,Zulu,Njabulo,6506043676535,2001,59,Female,0,0,0,1,0,0,1,1
GT423,Scott,Onwaba,3009204728172,1997,94,Male,1,0,1,1,1,1,1,4
JHB,Hill,Leigh,8809167331428,2001,36,Female,0,0,1,0,0,1,1,1
EKU,Mitchell,Vuyolwethu,302159836640,1998,93,Female,1,0,0,0,1,1,1,2
GT421,Dlamini,Thembeka,4402285301332,1996,81,Male,1,1,0,0,1,0,1,3
GT485,Zikhali,Kevin,7503276208839,2019,50,Male,0,1,1,0,0,0,1,2
DC42,Maluleke,Jody,2710273353959,2005,97,Male,1,1,1,0,0,0,1,3
GT423,Nkuna,Nqobile,7505116918735,2008,49,Male,0,1,1,1,0,0,1,3
GT485,Adams,Mpumelelo,6907281032883,2002,55,Male,0,0,1,0,0,1,1,1
DC48,Mkhize,Anele,7801099651112,1997,47,Female,0,1,0,0,1,1,1,2
GT421,Tshabalala,Anele,512213574260,2002,72,Female,1,1,0,1,0,1,1,3
JHB,Mphahlele,Kyle,8705061626747,2010,37,Male,0,1,0,1,0,0,1,2
GT421,Zulu,Thamsanqa,3709097453626,1999,87,Male,1,1,0,1,1,1,1,4
GT423,Clark,Anele,4410066549677,2006,80,Female,1,1,0,0,0,0,1,2
JHB,Green,Litha,4906047002698,1998,75,Male,1,0,1,1,1,1,1,4
GT422,Mkhize,Ayanda,7711209743619,2009,47,Male,0,0,1,1,0,0,1,2
JHB,Ndaba,Nokuthula,4310097111574,2001,81,Female,1,0,1,1,0,1,1,3
GT485,Khumalo,Vuyiswa,9606213362730,2012,28,Male,0,0,0,1,0,0,1,1
DC48,Brown,Ashley,5208257183455,2014,72,Female,1,0,1,1,0,1,1,3
GT485,Nkuna,Leigh,6708266537724,2016,57,Female,0,0,1,1,0,1,1,2
TSH,Mbenenge,Nompumelelo,3507112449548,1995,89,Male,1,1,1,0,1,0,1,4
GT423,Bell,Thembeka,3210171053799,2020,92,Female,1,1,1,1,0,1,1,4
